file,class,method,line,cbo,wmc,rfc,loc,returns,variables,parameters,startLine,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/test/java/com/alibaba/dubbo/spring/boot/testcase/ClassIdBeanTest.java,com.alibaba.dubbo.spring.boot.testcase.ClassIdBeanTest,testClassIdBeanNotNull/0,20,2,1,2,6,0,2,0,20,0,0,0,1,3,0,2,0,0,0,0,0,11
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/test/java/com/alibaba/dubbo/spring/boot/testcase/ClassIdBeanTest.java,com.alibaba.dubbo.spring.boot.testcase.ClassIdBeanTest,testClassIdBeanNull/0,12,2,1,2,6,0,2,0,12,0,0,0,1,1,0,2,0,0,0,0,0,10
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/endpoint/DubboEndpoint.java,com.alibaba.dubbo.spring.boot.endpoint.DubboEndpoint,getVersion/0,67,0,1,1,3,1,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/endpoint/DubboEndpoint.java,com.alibaba.dubbo.spring.boot.endpoint.DubboEndpoint,getName/0,63,0,1,0,3,1,0,0,63,0,0,0,0,1,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/endpoint/DubboEndpoint.java,com.alibaba.dubbo.spring.boot.endpoint.DubboEndpoint,getConfig/0,83,1,1,0,3,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,4
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/endpoint/DubboEndpoint.java,com.alibaba.dubbo.spring.boot.endpoint.DubboEndpoint,getDocs/0,75,0,1,0,3,1,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0,6
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/endpoint/DubboEndpoint.java,com.alibaba.dubbo.spring.boot.endpoint.DubboEndpoint,getRuntime/0,87,3,8,15,39,1,10,0,87,4,0,0,0,9,0,10,0,3,0,0,0,19
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/endpoint/DubboEndpoint.java,com.alibaba.dubbo.spring.boot.endpoint.DubboEndpoint,DubboEndpoint/0,59,0,1,0,3,0,0,0,59,0,0,0,0,1,0,0,0,0,0,0,0,2
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/endpoint/DubboEndpoint.java,com.alibaba.dubbo.spring.boot.endpoint.DubboEndpoint,getMetrics/0,138,3,2,4,8,1,2,0,138,1,0,0,0,0,0,2,0,1,0,0,0,5
/home/natalia/Downloads/IME/trabalhoChoren/ck/target/../../dubbo-spring-boot-starter/src/main/java/com/alibaba/dubbo/spring/boot/endpoint/DubboEndpoint.java,com.alibaba.dubbo.spring.boot.endpoint.DubboEndpoint,getAuthors/0,71,0,1,1,3,1,0,0,71,0,0,0,0,1,0,0,0,0,0,0,0,2
